[2025-11-27T04:31:07.911Z] Processing collaborative filtering recommendation request 
[2025-11-27T04:31:07.914Z] Processing collaborative filtering recommendation request 
[2025-11-27T04:31:07.917Z] 🚀 Pure collaborative filtering started 
[2025-11-27T04:31:07.917Z] 📥 Input movie slugs: [
  "little-women-2019",
  "pride-prejudice"
]
[2025-11-27T04:31:07.918Z] ⚙️ Config: {
  "numRecommendations": 5,
  "likedBothMoviesBoost": 3,
  "favoritedInputMovieBoost": 5,
  "combinedBoost": 8,
  "favoriteWeight": 2,
  "obscurityBias": 1,
  "minInteractionsThreshold": 2
}
[2025-11-27T04:31:07.918Z] INFO: 👥 STEP 1: Finding users who interacted with input movies 
[2025-11-27T04:31:07.925Z] 🚀 Pure collaborative filtering started 
[2025-11-27T04:31:07.926Z] 📥 Input movie slugs: [
  "little-women-2019",
  "pride-prejudice"
]
[2025-11-27T04:31:07.926Z] ⚙️ Config: {
  "numRecommendations": 5,
  "likedBothMoviesBoost": 3,
  "favoritedInputMovieBoost": 5,
  "combinedBoost": 8,
  "favoriteWeight": 2,
  "obscurityBias": 1,
  "minInteractionsThreshold": 2
}
[2025-11-27T04:31:07.926Z] INFO: 👥 STEP 1: Finding users who interacted with input movies 
[2025-11-27T04:31:08.341Z] INFO: 👍 200 users liked little-women-2019 
[2025-11-27T04:31:08.347Z] INFO: 👍 200 users liked little-women-2019 
[2025-11-27T04:31:08.413Z] INFO: 👍 200 users liked pride-prejudice 
[2025-11-27T04:31:08.419Z] INFO: 👍 200 users liked pride-prejudice 
[2025-11-27T04:31:08.492Z] INFO: ⭐ 200 users favorited little-women-2019 
[2025-11-27T04:31:08.494Z] INFO: ⭐ 200 users favorited little-women-2019 
[2025-11-27T04:31:08.562Z] INFO: ⭐ 200 users favorited pride-prejudice 
[2025-11-27T04:31:08.562Z] INFO: 👥 Total users who interacted: 739 
[2025-11-27T04:31:08.562Z] INFO: 📊 STEP 2: Calculating user affinity scores 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0p4lsfilms: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0pheliacure: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0piumcash: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0riana: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0riocampo: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0roadhouseblues: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0sabel: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0smkimiie: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0teenagedream: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0ut0ftime: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0x00tk: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 0xclaw_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 1000bluunts: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 1009highway: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 100acr3wood: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 10107_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 1010_k: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 1013zip: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.577Z] DEBUG: 👤 102may: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 107infj: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 10aliyah: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 10feb: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 _0ce_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 _0elisa_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 __00h59m: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 __05gabi: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 000063x: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 000alex: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 002tune: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 0037_ab: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 003_paris: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 004i07: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 004jana: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 005_f: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 007eleanor: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 008ls: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00h_poppy: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00lisa00: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00minmin00: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00raia_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00s: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00skywalkerr: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00strainwreck: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 00yvltrim: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 011223: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 0115andrea_e: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.578Z] DEBUG: 👤 011_onze: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 013emilly: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 01inf099: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 01iviaa_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 01jad: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 01julia: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 01nx8: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 01redvelvet: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 01sophiamm: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 020606: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 021l: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 0234: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 024830: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 02_0403: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 02sfolkgurl: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 02snuflf: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 031804: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 0325o: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 03jennie: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 0401nyctophilia: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 0401vall: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 04enigma: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 04lisbeth_20: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 04sdairy: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.579Z] DEBUG: 👤 0512rachel: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 052rosa: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 05abi: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 05erikao: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 05jane: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 0601010: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 06amelie: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 06sblues: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 06stix: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 07122007: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 071v14: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 074kira: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 075elswn: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 07arte: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 07girl: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 07markkus: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 07r_44: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 07rock: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 0800lm: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 0800tcholas: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 08221997: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 082lari: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 08adria: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 08agnema: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 08autumnleaves: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.580Z] DEBUG: 👤 08h41min: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 08rooklyn: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 091113ea: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 09fmmamovies: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 09june05: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 09mee_yt: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0_0h0ii: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0_10a_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0_mell: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0_sarthak_0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0_zara: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0a8919: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0atmilkbimbo: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0becalp: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0bethmarch0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0blanka0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0ctoberr: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0dd3yed: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0dd_iyi: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0emmalauren: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0felia: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0fficerstrange: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0girasol0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0hira: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0hona: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.581Z] DEBUG: 👤 0hunnybunny0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0hwaafa: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0jjuull: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0l1714: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0l1v3e: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0ladyluna0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0ldgr3gg: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0leandraaa_0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0li17: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0liff: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0livee: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0livesage: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0marissa2468: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0mgitzbri: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0missangela: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0money0prospekz: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0natmore: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0ndin: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0noura: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0ny13vu: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0oliviamarie0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0olivllax: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0orlando: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0pal1ty1: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0phoeniix: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0portuncrisis: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0pun: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0rangejuicee: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0rosak: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.582Z] DEBUG: 👤 0rwel: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0shytmyeyess: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0stara: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0t7_0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0tara0: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0tash7: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0thello: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0uissa1: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0urnaee: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0ut_soul: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0wsumwer: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0zioma: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 0zzy: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 1000ene: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 1000kk: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 100clara: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 100degreee: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 100mal10000: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 100tifiika: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 101films: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 102uynhi: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 1080p_adhd: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.583Z] DEBUG: 👤 10ceren: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10ishqaa: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10jamesorrst: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10khaki: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10milascale: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10prejwomen: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10sshika: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10thcabin: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 10thof12: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 1111iggy: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 1111zahi: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111aceeno: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111arabella: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111eleffante: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111giovanna: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111ia: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111jas: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111kittykay: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 111val: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 119ad2: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11_urthebest: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11ana11: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11cerysw: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11hindx: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11ktvil: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11nova: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11spacecadet33: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11thandbroadway: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 11tilda: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 12345gd124: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 1234moi: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 123aly: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.584Z] DEBUG: 👤 123bojana: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.585Z] DEBUG: 👤 123chachou: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.585Z] DEBUG: 👤 123cintia: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.585Z] DEBUG: 👤 123iamela: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.585Z] DEBUG: 👤 123juliap: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.585Z] DEBUG: 👤 123miriam: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.585Z] DEBUG: 👤 _0x1lvsng_: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.585Z] INFO: 🏆 Top affinity users: 
[2025-11-27T04:31:08.585Z] INFO:   1043: 5.00x (0 likes, 1 favorites) 
[2025-11-27T04:31:08.585Z] INFO:   1048: 5.00x (0 likes, 1 favorites) 
[2025-11-27T04:31:08.585Z] INFO:   1098: 5.00x (0 likes, 1 favorites) 
[2025-11-27T04:31:08.585Z] INFO:   118055: 5.00x (0 likes, 1 favorites) 
[2025-11-27T04:31:08.585Z] INFO:   123353: 5.00x (0 likes, 1 favorites) 
[2025-11-27T04:31:08.585Z] INFO: 🎬 STEP 3: Fetching other movies from these users 
[2025-11-27T04:31:08.623Z] INFO: ⭐ 200 users favorited pride-prejudice 
[2025-11-27T04:31:08.623Z] INFO: 👥 Total users who interacted: 739 
[2025-11-27T04:31:08.623Z] INFO: 📊 STEP 2: Calculating user affinity scores 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 1043: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 1048: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 1098: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 118055: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 123353: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 10999189: Favorited 2 inputs -> 5x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 119730816: Favorited 1 inputs -> 5x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 _krisss_: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 aibmoon: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 andylalatralala: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 aninhaswater: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 annaaandrade: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 apuff17: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 blueilay: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 buseuz: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 catiiiiiiiiii: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 ciuuz: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 devikapm: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 dziocl: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 elliebug12: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 elphir: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 funlols: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 g_morcelli: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 gablani: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 gre17: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 hrohaley: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 irene000: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 isanessa: Liked 2 inputs -> 3x boost 
[2025-11-27T04:31:08.624Z] DEBUG: 👤 iwannatanaka: Liked 2 inputs -> 3x boost 
